,ID,Text,topic
307,PLTE002SRC002,"MUMBAI: Decks were cleared+ for the smooth release of 'Ae Dil Hai Mushkil' on Saturday after a meeting of film producer Karan Johar with Maharashtra chief minister Devendra Fadnavis and MNS chief Raj Thackeray in Mumbai.
Film 'Ae Dil Hai Mushkil', that features Pakistani actor Fawad Khan, ran into trouble after Raj Thackeray-led Maharashtra Navnirman Sena (MNS) said it won't allow release of any movie in India that featured Pakistani artistes. It is due for release on October 28, ahead of Diwali.
Film & Television Producers Guild of India president Mukesh Bhatt, producers Sidharth Roy Kapur, Sajid Nadiadwala and Vijay Singh of Fox Star Studios were also present in the meeting.
""Every producer who has cast a Pakistani actor must contribute Rs 5 crore to the Army welfare fund,"" MNS chief Raj Thackeray said after the meeting.
The MNS chief also raised a question over casting Pakistani actors+ in Indian films. ""While Pakistan has banned Indian content, why do we give them a red carpet here,"" Raj Thackeray asked.
Thackeray said that ""producers will have to give in writing that they will not take Pakistani actors in their films in future.""
Claiming victory for MNS agitation, Raj Thackeray said: ""We have always protested against Pakistani artistes but Bollywood never understood earlier. Now they have realised.""
Earlier, speaking to reporters after the meeting, Mukesh Bhatt said that it was ""positive and constructive and 'Ae Dil Hai Mushkil' will release as per the schedule.""
""We discussed the unfortunate events related to the film's release. I shared the film industry's emotions regarding the entire issue. We are Indians first and then comes our business,"" he said.
Bhatt also said that they have assured the CM that neither the Producers' Guild nor any filmmaker will work with any Pakistani artiste or technician in the future.
Also, the (Producers') Guild will call a meeting to pass a resolution on not working with Pakistani artists. A copy of the same would be sent to the Information and Broadcasting Ministry as well as the chief minister, he said.
Besides, Johar has decided to put a special mention in the beginning of the film paying homage to martyrs.
""Karan Johar will display a slate of tribute for Uri martyrs before 'Ae Dil Hai Mushkil' starts playing out in the screens. It is a tribute from us to our soldiers,"" Bhatt said.
The makers of the film starring Ranbir Kapoor, Aishwarya Rai Bachchan and Anushka Sharma in lead roles, will also contribute a portion of its revenue to the Army welfare fund, he said, adding ""We owe this to the Army.""",POLITICS
308,PLTE002SRC003,"Mumbai, Oct 22 (IANS) Filmmaker Karan Johar received a major breather when the Maharashtra Navnirman Sena (MNS) on Saturday allowed the release of ""Ae Dil Hai Mushkil"" but with a rider -- all the producers who employed Pakistani artists, must pay Rs 5 crore each into the Indian Army's welfare fund as an atonement. Distributors and cinema owners have also come forward in support of the film.

The MNS decision followed Maharashtra Chief Minister Devendra Fadnavis' direct intervention in the matter -- a day after Union Home Minister Rajnath Singh visited Mumbai and two days after he met representatives of Bollywood.

Fadnavis convened a meeting on Saturday which was attended by MNS President Raj Thackeray, Karan Johar and Film and Television Producers Guild of India's President Mukesh Bhatt, among others at his official residence, Varsha, to resolve the imbroglio.

""Ae Dil Hai Mushkil"" has been in news for featuring Pakistani actor Fawad Khan.

Thackeray said henceforth, all Pakistani artistes, including actors, singers and directors shall be permanently banned from Bollywood.

""Why should Pakistani actors be given the red carpet welcome when our soldiers are being killed on the borders? Was the Uri attack the first one,"" Thackeray said.

The MNS also imposed certain conditions on the release of ""Ae Dil Hai Mushkil"", including that the producers making a handsome contribution to the army welfare fund, and slides paying tribute to the brave Indian soldiers are shown before the start of the film in theatres -- to which both Bhatt and Johar readily agreed.

The film also stars Ranbir Kapoor, Aishwarya Rai Bachchan and Anushka Sharma.

""We have always raised our voice against Pakistani actors, cricketers coming and working here

This is our victory,"" Thackeray asserted, virtually pulling the rug from under his rival, cousin Uddhav Thackeray-led Shiv Sena.

Interestingly, the Shiv Sena has been agitating against Pakistani artistes, writers, and cricketers since several decades and is currently a coalition partner with Bharatiya Janata Party in Maharashtra and in the NDA at the Centre.

Raj Thackeray demanded that each producer employing Pakistani artistes must contribute Rs 5 crore to the army welfare funds as 'atonement' (Prayashchit) for their actions.

The decision by MNS and Fadnavis was later criticised by various other political party leaders.

Opposition Congress termed the 'settlement (mandavli)' as ""shocking and unconstitutional"".

""It is the prerogative of the central government to impose a ban on Pakistani artistes, the CM's duty is to only ensure law and order in the state

The CM could have made a request to Prime Minister Narendra Modi as it's a matter concerning foreign affairs. Fadnavis has interfered in Modi's domain,"" Congress spokesperson Sachin Sawant said.

Maharashtra Samajwadi Party President Abu Asim Azmi termed it as ""a publicity stunt of MNS ending in a 'settlement' as was expected by all"".

""This country believes in law and order

In future, the state government must tackle such 'threats' by implementing the law and teach such elements a lesson,"" Azmi urged.

Not only political leaders, filmmaker and social activist Ashoke Pandit also took to Twitter to condemn MNS' demand and said that they are asking for ""extortion"".

""Producers who have Pakistan actors in their films to donate Rs 5 crore is unreasonable. Donation has to be from the heart. When forced, it's extortion,"" Pandit tweeted.

Trouble for ""Ae Dil Hai Mushkil"" began when the debate about letting Pakistani artistes working in India was sparked off following the September 18 Uri attack which killed 19 Indian soldiers in Jammu and Kashmir. The attack was followed by surgical attacks that India conducted across the LoC.

Earlier, while MNS issued an ultimatum to Pakistani artistes to quit India, the Indian Motion Picture Producers Association passed a resolution asking producers to avoid working with talent from Pakistan.

Then, the Cinema Owners and Exhibitors Association of India announced single screen theatres in Maharashtra, Goa and Gujarat won't screen ""Ae Dil Hai Mushkil"". MNS has been open about condemning the idea of releasing of the movie

However, theatre chain owners have now come forward in support of the film.

Anil Thadani, owner of distribution house AA Films, Alok Tandon, CEO, INOX Leisure Ltd and Arvind Chapalka, owner of City Pride multiplexes in Pune, among others are all supporting the release of ""Ae Dil Hai Mushkil"" and ready to screen it.

This is not the first time ""Ae Dil Hai Mushkil"" has been in the news.

The film, which will clash with Ajay Devgn's ""Shivaay"" at the box office on October 28, earlier made headlines when the actor-filmmaker alleged that Johar paid controversial actor Kamaal R. Khan Rs 25 lakh to tweet positively about ""Ae Dil Hai Mushkil"" and to give negative reviews to ""Shivaay"".",POLITICS
309,PLTE003SRC001,"Following the assault of an Air India staffer by Shiv Sena MP Ravindra Gaikwad, the Airlines has banned the politician from flying on all its flights with immediate effect and has also cancelled his return ticket to Pune. Condemning the assault on its staffer, Air India issued a statement demanding that strict action be taken against the Member of Parliament by law enforcement agencies.
""We believe that an assault on any one of our employees is an assault on all of us and on ordinary law abiding citizens of our country who work hard to earn a living. Air India and FIA member airlines have decided to ban this Member of Parliament from flying on all our flights with immediate effect. We believe that exemplary action should be taken in such incidents to protect employee morale and public safety,"" Federation of Indian Airlines (FIA) Associate Director Ujjwal Dey said in a statement.
Proposing the promulgation of a ""no fly"" list including the names of all unruly passengers, Air India said that such a step should be taken in the interest of safety and security of their colleagues and other customers, adding that such customers are not welcome on their carriers and they seek the support of the Government and security agencies to enforce such a ""no fly"" list.
Earlier in the day, the MP from Osmanabad in Maharashtra downplayed reports suggesting that Air India is considering banning him from boarding its flights.
""I have the tickets, they can't blacklist me. I will board the Delhi-Pune Air India flight this evening. How can they not allow me?"" he said.
Gaikwad also remained unapologetic about the incident and dared the Delhi Police to arrest him.
""I will not apologise. It was not my fault, it was his fault. He should apologise. First ask him to apologise then we will see,"" Gaikwad told the media.
Shiv Sena chief Uddhav Thackeray has sought a report to determine the facts before he decides on what happens next for Gaikwad.
Meanwhile, Air India Duty Manager Sukumar, who was assaulted by Gaikwad, today asserted that the elected representatives need to behave in a decent manner.
""I am not scared at all, either with Gaikwad or with the Shiv Sena. I have been serving public and have also faced many who get irritated on such issues. It's a common thing for me,"" he added.
Sukumar further said that he had requested Gaikwad to deboard the aircraft as cleaning staff had to complete their work following which he got angry.
""I had requested him (Gaikwad) to de-board the aircraft as the cleaning staff had to complete their work. On which he got furious and raised his hands,"" said Sukumar.
Earlier, the Centre also took cognizance of the incident and assured a thorough probe into the matter. ",POLITICS
310,PLTE003SRC002,"Five airlines grounded Shiv Sena MP Ravindra Gaikwad on Friday and demanded exemplary action against the politician, accused of thrashing an elderly Air India employee amid growing outrage over the assault. 
Later, another airline, Vistara, too joined the move to ban the 56-year-old MP. 
Indigo, SpiceJet, GoAir and Jet Airways â part of the Federation of Indian Airlines â along with Air India have banned Gaikwad, who remained defiant and refused to apologise. 
âWe believe that an assault on any one of our employees is an assault on all of us and on ordinary law abiding citizens of our country who work hard to earn a living,â a joint statement read. âWe believe that exemplary action should be taken in such incidents to protect employee morale and public safety.â 
Air India also cancelled his Friday return ticket from Delhi to Pune, PTI quoted sources as saying. R Gaikwad cannot fly on Air India & FIA airlines because of passenger safety issue. He is blacklisted: GP Rao, Gen Mgr, Corporate Comm, AI 
âDisruptive and abusive behaviour by passengers is a serious issue and cannot be tolerated.... We support the statement made by Air India and the FIA, and are in full solidarity with them in support of the ban. The concerned individual will be barred from flying on any of our flights with immediate effect,â said a Vistara spokesperson. Read more ShivSena MP Ravindra Gaikwad says he wonât apologise for Air India flight fracas 
Gaikwad assaulted the 60-year-old Air India officer on board a Pune-Delhi flight on Thursday morning over being denied business class seats. The MP from Maharashtraâs Osmanabad has admitted to hitting the employee 25 times with his slippers, the attack captured on video and circulated on national television. 
The airlines also proposed a no-fly list to include the names of unruly passengers and asked the government and security agencies to enforce such a measure. 
âSpicejet supports a no-fly list to bar unruly flyers who are a safety hazard for not just the crew but even the traveling public,â SpiceJet chief Ajay Singh said. 
âThe government needs to act on this soon. An attack on our employees and crew is an attack on us and we strongly condemn such incidents.â 
IndiGo, which is often at loggerheads with Air India, also came out in support of a âno-flyâ list. âThere should be one such list so that unruly passengers are barred from flying,â IndiGo spokesperson said. Read more Shiv Sena MP Gaikwad may be put on Air India no-fly list 
But despite the frantic political activity and the outrage, no FIR was lodged more than 24 hours after the assault as Delhi Police was waiting for legal opinion in the matter. 
Sources said the medical examination was the reason behind the delay in filing an FIR as it didnât suggest any injury. Police say that sections under the IPC could be decided only after the nature of injury was proved. 
âWe have taken legal opinion in the matter expect to receive it soon. The action will be taken accordingly,â said DCP (airport) Sanjay Bhatia. ",POLITICS
311,PLTE003SRC003,"A day after Shiv Sena MP Ravindra Gaikwad assaulted an Air India official and five airlines banned him, the Delhi Police is yet to file an FIR. The police said they are waiting for legal opinion in the matter and cited medical examination as the reason for the delay. Meanwhile, security at Delhi airport was tightened to prevent an altercation in case the MP arrived to catch a flight home. 
The MPs return ticket for 4.15pm on Friday was cancelled by Air India on Friday. He then booked an IndiGo flight through an agent which was also cancelled by the airlines. Security tightened at @Delhi_Airport as Shiv Sena MP tipped to reach to board flight. 
Gaikwad had, on Thursday, assaulted a 60-year-old duty manager with slipper and tried to push him off the plane. The police said there was delay in filing FIR as the incident did not suggest any injury and sections under IPC could be decided only after the nature of injury is proved. 
âWe have taken legal opinion in the matter expect to receive it soon. The action will be taken accordingly,â said DCP (airport) Sanjay Bhatia. While the police were yet to take action in the matter, five Indian airlines banned the MP. 
The defiant MP had admitted on Thursday that he had hit the official because Air India changed his seat from business to economy class. 
The MP refused to come out of the aircraft for almost an hour. He started hitting the staff when he was requested to de-board. Air India said Gaikwad had an open ticket for business class, which means he could have travelled in any Air India flight. ",POLITICS
312,PLTE004SRC001,"Gujarat Chief Minister Vijay Rupani has slammed Samajwadui Party national president Akhilesh Yadav for his remarks on the Gujarat tourism advertisement starring Bollywood superstar Amitabh Bachchan. 
Hitting out at the Uttar Pradesh CM, Rupani said that Akhilesh Yadav had made the remarks out of of âfrustrationâ. 
âI think Akhilesh Yadav is frustrated as he can see that his party is losing the Uttar Pradesh Assembly election,â Rupani said. 
Rupani also accused Yadav of insulting Gujarat and said speaking about the advertisement during his election campaign was ânot even relevantâ, according to India Today. 
The Gujarat Chief Minister also hit out at Yadav for dragging Amitabh Bachchan's name into the political fight for Uttar Pradesh. 
Rupani's remarks came hours after Akhilesh took a dig at Prime Minister Narendra Modi for attacking his government over advertisement expenditure in the Uttar Pradesh Assembly elections and dragged superstar Amitabh Bachchan, saying he should stop advertising the âdonkeys of Gujaratâ. 
âEk gadhe ka vigyapan aata hai, main iss sadi ke sabse bade mahanayak se kahunge ke ab aap Gujarat ke gadhon ka prachar mat kariye (There is an advertisement about donkeys. I want to tell the countryâs biggest superstar to stop advertising the donkeys of Gujarat),â 
Yadav said this whil addressing a rally in Raebareli on Monday. 
The latest advertisement of Gujarat Tourism talks about donkeys and features Amitabh Bachchan. 
Union Minister M Venkaiah Naidu also hit out at Yadav saying the Uttar Pradesh Chief Minister was disturbed and, hence, was making such âderogatory statementsâ. 
Addressing the media on Monday, Naidu said that Akhilesh by making such statements, Yadav was insulting the people of Gujarat. âHe is disturbed hence using such language and making such comments. He is insulting the people of Gujarat. I donât know from where this âdonkey comment came in betweenâ,â said Naidu.  
",POLITICS
313,PLTE004SRC002,"
Uttar Pradesh Chief Minister Akhilesh Yadav 's ""Gujarat ke Gadhe (Donkeys of Gujarat)"" jibe might have been meant to score points in a bitter electoral battle, but it has inadvertently sharpened focus on the Indian wild ass, promoted in a TV spot by no less than megastar Amitabh Bachchan in his capacity as the state's brand ambassador. 
In fact, the conservation of the species (Equus hemionus Khur), which is found only in Gujarat - having been rendered extinct in south India, Pakistan and Afghanistan - has earned the state plaudits from wildlife experts. 
""The conservation of the Indian wild ass is an exemplary success story for the world to follow. The Gujarat government has, over the years, done a great job,"" Wildlife Institute of India (WII) Director VB Mathur said. 
Mathur, along with experts like Nita Shah, also of the WII, have worked on conserving the species for 22 years, back from the time when it was on the verge of extinction. Today, the animal numbers well over 4,500 in the wild. 
Mathur believed that the change in the farming pattern due to better irrigation has also helped in the conservation. 
""It's a unique animal... What's commendable is that that the local government managed to balance the conservation of the species and development of the region,"" Mathur added. 
Shekhar Niraj, Head of TRAFFIC, a wildlife trade monitoring network that works in alliance with the WWF, said the species still faces several challenges for its survival. 
""It's one of those rare examples where both the species and its habitat are troubled. It is still threatened but its population has gone up in Gujarat,"" Niraj told IANS. 

The natural habitat of Indian wild ass is Rann of Kutch, where the animals are also referred to as ""Riders and Guardians of the Rann"" for their ability to run at speeds of over 60 km per hour. 
The species, whose body frame matches that of a horse, is a sub-species of the near-threatened Asiatic wild ass (Equus heminous) that is now found only in small patches in India, Iran, Turkmenistan and Mongolia. 
According to government records, the Indian wild ass was on the verge of extinction around 1970 due to lack of conservation efforts and a prevalent epidemic. 
Experts said that conservation efforts by the state, central government and IUCN had helped increase the numbers of the species. 
A census in 2014 counted 4,451 animals spread over 15,000 sq km in Gujarat. This was 454 more than the count of the 2009 census. The present population is estimated at over 4,800. 
Thus, it's little wonder that experts have objected to the animal being depicted as a pejorative. 
""It's not right to drag the endangered species into political feuds because it affects the conservation efforts. We should rather feel proud the species could be saved and now attracts tourists from across the world,"" V.P Singh, a Uttar Pradesh-based wildlife conservator, said. 
WHAT THEN IS THE FUSS ALL ABOUT? 
Akhilesh Yadav, speaking at a rally on Monday, pointed to the TV spot - obliquely referring to Bachchan - to target Prime Minister Narendra Modi and BJP President Amit Shah. 
""An advertisement is there on donkeys. I urge the biggest actor of the century not to advertise donkeys of Gujarat,"" Yadav said. 
The advertisement promotes Gujarat's Wild Ass Wildlife Sanctuary, one of the largest in the nation. 
Gujarat Chief Minister Vijay Rupani said Akhilesh Yadav, had insulted the state with his remarks. 
But then, without perhaps realising he was doing so, Akhilesh was only paying Modi back in his own coin. 
During the campaign for the 2014 Lok Sabha elections, Modi had sneered at the Lion Safari, a dream project of Akhilesh Yadav to introduce the Asiatic lions (native to Gujarat) in his home town of Safai. 
Modi had then wondered how the state government could take care of lions when ""they had not been able to take care of (people of) the state"". 
Eight Asiatic lions were bought to Safai between April and October 2014 from Gujarat and Hyderabad zoos and more followed later. However, four of those and five newborn cubs had died by June 2016. 

",POLITICS
314,PLTE004SRC003,"
Akhilesh Yadavâs âdonkeyâ remark targeting the Prime Minister triggered a sharp reaction from the Gujarat BJP, which accused the Uttar Pradesh Chief Minister of âinsultingâ the people of the western state. 
The BJP leaders in the home state of Narendra Modi also took a swipe at Akhilesh over his tussle for power with his father Mulayam Singh Yadav, saying that unlike him, donkeys are loyal and he should learn from the animal. 
âAkhilesh Yadav, by appealing to Amitabh Bachchan that he should not âcampaign for the donkeysâ of the state, has insulted Gujarat,â state BJP chief Jitu Vaghani said. 
Mr. Akhilesh on Monday targeted Mr. Modi and BJP president Amit Shah as he âappealedâ to Bachchan not to âcampaign for the donkeys of Gujaratâ. Bachchan is the brand ambassador of Gujarat Tourism. 
âThe UP Chief Minister is facing defeat in his state but that does not give him a licence to insult people of Gujarat,â Vaghani said. 
BJP leaders also taunted the UP CM saying he does not know the difference between wild asses, which are found in Gujarat, and donkeys. 
âBachchan (who belongs to Uttar Pradesh and whose wife is a Samajwadi Party MP) is a superstar and is well-known all over the world. By becoming brand ambassador of Gujarat Tourism, he has helped in growth of tourism. This only shows Akhileshâs jealousy on the progress Gujarat has made,â he added. 
Mr. Vaghani also asked the Congress, which has tied up with the Samajwadi Party in UP, if that party endorses Mr. Akhileshâs remark. 
BJP spokesperson Harshad Patel said, âDonkeys are loyal to their owners. Akhilesh should learn from donkeys to stay loyal to his father. He has nothing to say about development work done by his government so he is trying to rake up non-existent issues.â 
BJP youth leader Amit Thakkar, also director of Gujarat Tourism Corporation, said that Akhilesh does not know the difference between donkeys and wild asses. 
âWild asses, called âGhudkharâ in local parlance, are a different species from donkeys, and are uniquely found in Gujarat only. Gujarat has a dedicated sanctuary for them. 
However, I donât expect a UP leader to understand the difference,â Mr. Thakkar said. 
",POLITICS
315,PLTE005SRC001,"After winning 'cycle' symbol, Akhilesh Yadav meets Mulayam Singh After winning 'cycle' symbol, Akhilesh Yadav meets Mulayam Singh Welcoming the EC decision, SP general secretary Ram Gopal Yadav, Akhilesh's uncle and the main strategist of his group, expressed the hope that a grand secular alliance will be formed to fight the elections, an apparent reference to a tie-up with Congress and some other outfits. TNN & Agencies | Updated: Jan 16, 2017, 09.16 PM IST Highlights The EC today said the group led by Akhilesh is the Samajwadi Party. The EC said Akhilesh camp is entitled to use SP's election symbol cycle. After EC verdict, Akhilesh met Mulayam Singh to seek his blessings. LUCKNOW: Dealing a severe blow to Samajwadi Party founder Mulayam Singh Yadav , the Election Commission on Monday gave the symbol 'bicycle' to the faction headed by Akhilesh Yadav , that came as a major boost to the chief minister ahead of assembly polls in Uttar Pradesh. The EC also recognized Akhilesh Yadav-led faction as the real Samajwadi Party. A mere look at the figures of supporting MLAs, MLCs and MPs, national executive members and national convention delegates ""will evidently demonstrate that Shri Akhilesh Yadav enjoys overwhelming majority support, both among the organisational and legislative wing of the party"", the EC said in its order that was reserved on Friday. The verdict by the three-member Election Commission headed by Nasim Zaidi came on the eve of the filing of nominations when parties will have to give the requisite forms authorising use of symbol to contest the elections. The EC had reserved the order on January 13 after hearing both the sides for over five hours. ""As a logical consequence of the above finding and applying the test of majority approved by the Supreme Court in the case of Sadiq Ali and consistently applied by the Commission thereafter in all cases of disputes in recognised political parties arising before it from time to time for determination in terms of para 15 of the Symbols Order, the Commission hereby answers the issue number 2 by holding that the group led by Shri Akhilesh Yadav is the Samajwadi Party and is entitled to use its name and its reserved symbol 'bicycle' for the purposes of Election Symbols (Reservation and Allotment Order, 1968),"" the EC said in its 46-page order. The commission noted that Akhilesh's faction had filed the affidavits of 205 of the 228 MLAs, 56 out of 68 MLCs, 15 out of 24 MPs, 28 out of 46 National Executive members and 4400 out of 5731 National Convention delegates which accounted for total delegates of 4716 out of 5731. The order said Mulayam Singh's side did not file any affidavit of MPs or MLAs or any delegates claiming allegiance to it with the SP supremo maintaining that there was no split in the party needing determination of a dispute. (Nameplates of Mulayam and Akhilesh read both as SP President) Jubilation in Akhilesh camp The order set off jubilation in the chief minister's camp with hordes of supporters marching to his residence and breaking into celebrations, bursting fire crackers and dancing to the beat of drums. Welcoming the decision, SP general secretary Ram Gopal Yadav, Akhilesh's uncle and the main strategist of his group, expressed the hope that a grand secular alliance will be formed to fight the elections, an apparent reference to a tie-up with Congress and some other outfits. ""Our prayer has been answered. We will now work with full zeal and vigour to ensure the victory of our Akhilesh bhaiya,"" said a youth SP leader outside the CM's bungalow. As soon as he got the news, Akhilesh went to meet his father to seek his blessings. Interestingly, the EC announcement came hours after Akhilesh supporters put up his brand new name plate at the SP headquarters that read ""Akhilesh Yadav, Party President"" strategically positioned directly under his father's nameplate which mentions Mulayam as ""Party President"".  ",POLITICS
316,PLTE005SRC002,"Hailing as ""just"", the Election Commission verdict recognising the Akhilesh Yadav faction as Samajwadi Party and allotting it the reserved symbol 'bicyle', Ramgopal Yadav said he was ""hopeful"" the party will forge an alliance with Congress for the high-stakes Uttar Pradesh elections.

Speaking to reporters immediately after the Commission's decision, SP General Secretary Ramgopal Yadav urged party men to work harder now to ensure see the young leader gets another term as the Chief Minister.
""We are thankful to the EC, it has given a just order. I congratulate workers and leaders of Samajwadi Party and urge them to work towards electing Akhilesh as Chief Minister yet another time,"" Yadav, who has been a staunch supporter of the Chief Minister through the intra-party conflict, said.
Ramgopal said the final decision regarding forging alliance with Congress will be taken by Akhilesh, but he expressed hopes that it will happen. ""It is Akhilesh Yadav who will decide on the alliance.
But I am hopeful it will happen,"" he added. The SP general secretary also said the list of party candidates will be released in a day or two.
In a major boost to Uttar Pradesh Chief Minister Akhilesh Yadav, the Election Commission today recognised the faction headed by him as the Samajwadi Party and alloted the reserved symbol 'bicycle' to it for contesting the coming Assembly elections.
The group led by Akhilesh Yadav is the Samajwadi Party and is entitled to use its name and reserved symbol Bicycle, the three-member Election Commission headed by Nasim Zaidi said in its order.
Uttar Pradesh Chief Minister Akhilesh Yadav enjoys ""overwhelming majority support"" of legislators and party delegates, the Election Commission held today while allocating the Samajwadi Party election symbol 'Cycle' to him.
The Commission also went by past precedents when it had based its judgements on numerical strength as directed by the Supreme Court in a 1972 verdict. ""...A mere look at the figures...will evidently demonstrate that Akhilesh Yadav enjoys overwhelming majority support, both among the legislative and organisational wing of the party.
""As a logical consequence of the above finding and applying the test of majority support approved by the Supreme Court in the case of Sadiq Ali and consistently applied by the Commission thereafter in all cases of disputes in recognised political parties arising before it from time to time...the group led by Akhilesh Yadav is the Samajwadi Party and is entitled to use its name and its reserved symbol Bicycle..,"" the 42-page order of the EC said.
Rejecting the stand of the Mulayam Singh Yadav camp, the Commission said there is a clear split in the party.
""...The Commission is satisfied that a split has arisen in the Samajwadi Party resulting in the formation of two rival groups -- one, led by Akhilesh Yadav and the, other, led by Mulayam Singh Yadav, each claiming to be that party, and, therefore, the matter needed to be determined by the Commission under para 15 of the Symbols Order,"" the poll panel said. 
It said 205 of the 228 MLAs, 56 of the 68 MLCs, 15 of the 24 MPs and 28 of the 46 National Executive members have sided with Akhilesh. Also, 4400 of the 5731 National Convention delegates have signed in favour of the Chief Minister, the order said. 
",POLITICS
317,PLTE005SRC003," Dealing a severe blow to Mulayam Singh Yadav, the Election Commission today gave the symbol 'Bicycle' to the faction headed by Akhilesh Yadav, recognising it as the Samajwadi Party that came as a major boost to the Chief Minister ahead of assembly polls in Uttar Pradesh. 
A mere look at the figures of supporting MLAs, MLCs and MPs, National Executive members and National Convention delegates ""will evidently demonstrate that Shri Akhilesh Yadav enjoys overwhelming majority support, both among the organisational and legislative wing of the party"", the EC said in its order that was reserved on Friday. 
The verdict by the three-member Election Commission headed by Nasim Zaidi came on the eve of the filing of nominations when parties will have to give the requisite forms authorising use of symbol to contest the elections. 
The EC had reserved the order on January 13 after hearing both the sides for over five hours. 
The order set off jubilation in the Chief Minister's camp with hordes of supporters marching to his residence and breaking into celebrations, bursting fire crackers and dancing to the beat of drums. 
Welcoming the decision, SP General Secretary Ram Gopal Yadav, Akhilesh's uncle and the main strategist of his group, expressed the hope that a grand secular alliance will be formed to fight the elections, an apparent reference to a tie-up with Congress and some other outfits. 
""As a logical consequence of the above finding and applying the test of majority approved by the Supreme Court in the case of Sadiq Ali and consistently applied by the Commission thereafter in all cases of disputes in recognised political parties arising before it from time to time for determination in terms of para 15 of the Symbols Order, the Commission hereby answers the issue number 2 by holding that the group led by Shri Akhilesh Yadav is the Samajwadi Party and is entitled to use its name and its reserved symbol 'Bicycle' for the purposes of Election Symbols (Reservation and Allotment Order, 1968),"" the EC said in its 46-page order. 
The Commission noted that Akhilesh's faction had filed the affidavits of 205 of the 228 MLAs, 56 out of 68 MLCs, 15 out of 24 MPs, 28 out of 46 National Executive members and 4400 out of 5731 National Convention delegates which accounted for total delegates of 4716 out of 5731. 
The order said Mulayam Singh's side did not file any affidavit of MPs or MLAs or any delegates claiming allegiance to it with the SP supremo maintaining that there was no split in the party needing determination of a dispute. 
In the last Lok Sabha polls in 2014, it won only 5 seats. All winning candidates belonged to Mulayam's family. West Bengal Socialist Party of Kiranmoy Nanda merged with SP, which has two MLAs in Bihar and one each in Karnataka, Madhya Pradesh, Maharashtra and West Bengal. 
Nanda had presided over the December 1 convention which anointed Akhilesh as new Samajwadi Party president in place of Mulayam. 
There was simmering discontent within the ruling family ever since Akhilesh became the Chief Minister. Mulayam's younger brother Shivpal was not in favour of Akhilesh as Chief Minister. 
When the battle lines were drawn and last gasp efforts began for control over the party, the SP got clearly divided into two camps with one led by Akhilesh and Ramgopal Yadav, Mulayam's cousin, and the other by the Yadav chieftain himself. Mulayam had the backing of Shivpal and friend Amar Singh, often described as an ""outsider"" and blamed for the rift in the family. 
Akhilesh had fired his uncle Shivpal twice from the cabinet and it was seen by many as a direct challenge to his father, who steadily showed preference for his younger brother over son. 
The battle in the family took a decisive turn when Akhilesh released a parallel list of 235 candidates for the state assembly polls. 
Mulayam and Shivpal had already released a list of 325 candidates in the absence of Akhilesh which did not go down well with the Chief Minister who wanted a decisive say in selecting the nominees. 
Simmering tension in the state's ruling party erupted into a full-fledged war on December 30, 2016, when Mulayam expelled Akhilesh and Ramgopal Yadav from the party for six years on grounds of indiscipline but reinstated them within 24 hours after a meeting of 200 of the party?s 229 MLAs at the Chief Minister's residence. 
At the SP National Convention on January 1 called by Ram Gopal, Akhilesh Yadav was declared the national president of Samajwadi Party. 
Naresh Chandra Uttam was named chief of SP's state unit by Akhilesh replacing Shivpal. 
In the mean time, Mulayam expelled Ramgopal again for six years for the third time in six months. 
Those expelled for attending the convention included vice-president Kiranmoy Nanda and state general secretary Naresh Agarwal, a Rajya Sabha MP. 
As the tussle for controlling the party organisation continued, both the factions knocked the Election Commission's door claiming to be the ""real"" Samajwadi Party and seeking the 'bicycle' symbol. 
In its today's order, the EC said, ""The commission hereby answers the issue by holding that the group led by Akhilesh Yadav is the Samajwadi Party and is entitled to use its name and its reserved symbol bicycle for the purposes of the Election symbols (Reservation and Allotment) order 1968,"" formally ending Mulayam's control over the party he founded. 
West Bengal Chief Minister Mamata Banerjee congratulated Akhilesh Yadav for getting Samajwadi Party's 'bicycle' symbol for contesting the upcoming Uttar Pradesh Assembly elections. 
""Congratulations @yadavakhilesh for getting SP symbol. You deserve it,"" Banerjee said in a tweet. ",POLITICS
